industry1,industry2,value
Processing and preserving of fishmeal and fish oil,Cultivation of annual crops,0.06032817
Processing and preserving of fishmeal and fish oil,Cultivation of vegetables,0.045753931
Processing and preserving of fishmeal and fish oil,Cultivation of grapes,0.085511307
Processing and preserving of fishmeal and fish oil,Cultivation of other fruits,0.162691617
Processing and preserving of fishmeal and fish oil,Cattle bredding,0.058072061
Processing and preserving of fishmeal and fish oil,Pigs breeding,0.008644277
Processing and preserving of fishmeal and fish oil,Chicken breeding,0.010598965
Processing and preserving of fishmeal and fish oil,Breeding of other animals,0.004071837
Processing and preserving of fishmeal and fish oil,Farming services,0.031327346
Processing and preserving of fishmeal and fish oil,Forestry,0.079120088
Processing and preserving of fishmeal and fish oil,Aquaculture,110.6763957
Processing and preserving of fishmeal and fish oil,Extractive fishing,0.015722372
Processing and preserving of fishmeal and fish oil,Coal mining,0.02422202
Processing and preserving of fishmeal and fish oil,Crude oil and gas mining,0.069680883
Processing and preserving of fishmeal and fish oil,Copper mining,301.9722964
Processing and preserving of fishmeal and fish oil,Iron mining,8.629771585
Processing and preserving of fishmeal and fish oil,Mining of other metals,5.59010712
Processing and preserving of fishmeal and fish oil,Other mining activities and mining services,5.393301016
Processing and preserving of fishmeal and fish oil,Processing and preserving of meat,637.0375892
Processing and preserving of fishmeal and fish oil,Processing and preserving of fishmeal and fish oil,18521.04882
Processing and preserving of fishmeal and fish oil,Processing and preserving of fish,5270.430546
Processing and preserving of fishmeal and fish oil,Processing and preserving of fruits and vegetables,2.494512573
Processing and preserving of fishmeal and fish oil,Manufacture of vegetable and animal oils,0.02567266
Processing and preserving of fishmeal and fish oil,Manufacture of dairy products,6.99584835
Processing and preserving of fishmeal and fish oil,Manufacture of grain mill products,2.419334895
Processing and preserving of fishmeal and fish oil,Manufacture of prepared animal feeds,370450.6699
Processing and preserving of fishmeal and fish oil,Manufacture of bakery products,107.1496866
Processing and preserving of fishmeal and fish oil,Manufacture of macaroni noodles and other related products,0.205491097
Processing and preserving of fishmeal and fish oil,Manufacture of other food products,6.06604684
Processing and preserving of fishmeal and fish oil,Distilling rectifying and blending of spirits,0.029716791
Processing and preserving of fishmeal and fish oil,Manufacture of wines,3.439693023
Processing and preserving of fishmeal and fish oil,Manufacture of beers,0.664741822
Processing and preserving of fishmeal and fish oil,Manufacture of soft drinks,4.761786227
Processing and preserving of fishmeal and fish oil,Manufacture of tobacco products,0.001769387
Processing and preserving of fishmeal and fish oil,Manufacture of textile products,1.002822549
Processing and preserving of fishmeal and fish oil,Manufacture of wearing apparel,2.978530109
Processing and preserving of fishmeal and fish oil,Manufacture of leather products,0.001011808
Processing and preserving of fishmeal and fish oil,Manufacture of footwear,0.01862069
Processing and preserving of fishmeal and fish oil,Sawmilling and planing of wood,9.516068997
Processing and preserving of fishmeal and fish oil,Manufacture of wood products,9.34396235
Processing and preserving of fishmeal and fish oil,Manufacture of pulp and paper,64.53591123
Processing and preserving of fishmeal and fish oil,Manufacture of containers of paper,1.178341621
Processing and preserving of fishmeal and fish oil,Manufacture of other paper products,5.952661068
Processing and preserving of fishmeal and fish oil,Printing,1.332066014
Processing and preserving of fishmeal and fish oil,Manufacture of refined petroleum products,10.38960286
Processing and preserving of fishmeal and fish oil,Manufacture of basic chemicals,18.63406608
Processing and preserving of fishmeal and fish oil,Manufacture of paints,0.679427713
Processing and preserving of fishmeal and fish oil,Manufacture of pharmaceutical products,4.200757949
Processing and preserving of fishmeal and fish oil,Manufacture of soap detergents and toilet products,3.18652983
Processing and preserving of fishmeal and fish oil,Manufacture of other chemical products,0.181701947
Processing and preserving of fishmeal and fish oil,Manufacture of rubber products,0.531784837
Processing and preserving of fishmeal and fish oil,Manufacture of plastic products,8.794107144
Processing and preserving of fishmeal and fish oil,Manufacture of glass and glass products,2.9765077
Processing and preserving of fishmeal and fish oil,Manufacture of cement,7.298882403
Processing and preserving of fishmeal and fish oil,Manufacture of concrete and concrete products,121.6299146
Processing and preserving of fishmeal and fish oil,Manufacture of basic iron and steel,4.118534145
Processing and preserving of fishmeal and fish oil,Manufacture of other basic metals,1.034410926
Processing and preserving of fishmeal and fish oil,Manufacture of fabricated metal products,13.43095085
Processing and preserving of fishmeal and fish oil,Manufacture of industrial and domestic machinery and equipment,2.269833808
Processing and preserving of fishmeal and fish oil,Manufacture of electric and electronic machinery and equipment,1.082623813
Processing and preserving of fishmeal and fish oil,Manufacture of transport equipment,1.616275728
Processing and preserving of fishmeal and fish oil,Manufacture of furniture,4.957138881
Processing and preserving of fishmeal and fish oil,Repair and installation of machinery and other manufacturing,11.84868312
Processing and preserving of fishmeal and fish oil,Electric power generation,0.257033322
Processing and preserving of fishmeal and fish oil,Transmission of electric power,0.100249926
Processing and preserving of fishmeal and fish oil,Distribution of electric power,443.390604
Processing and preserving of fishmeal and fish oil,Gas and steam manufacture and supply,2.616275526
Processing and preserving of fishmeal and fish oil,Water collection treatment and supply,0.418872404
Processing and preserving of fishmeal and fish oil,Waste collection and recycling activities,0.62887808
Processing and preserving of fishmeal and fish oil,Construction of residential buildings,0.341826139
Processing and preserving of fishmeal and fish oil,Construction of non-residential buildings,0.111380533
